id,user_id,game_version,game_year,name,position,archetype,star_rating,height_feet,height_inches,weight_lbs,hometown,state,stats,screenshot_url,actual_dev_trait,dev_trait_reported_at,predicted_dev_trait,prediction_confidence,created_at,updated_at,class,abilities,mentals,ocr_dev_trait,gem_color
15e51ce8-58a0-47bc-a2d3-61f0498dce07,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,ALTON KAHN,QB,Dual Threat,4,6,0,191,Akron,OH,"{""speed"": 81, ""awareness"": 62, ""break_sack"": 64, ""throw_power"": 88, ""acceleration"": 86, ""throw_on_run"": 82, ""deep_accuracy"": 67, ""short_accuracy"": 77, ""under_pressure"": 76, ""medium_accuracy"": 77}",3020a55a-a94a-454b-aa63-34b697578c0d/6f19e232-33b9-452c-8b01-ace4075aef14/1769572410121_4.png,,,,,2026-01-28 03:54:06.361693+00,2026-01-28 03:54:06.361693+00,High School,[],"[""Rollercoaster"",""Winning Time"",""Fan Favorite""]",Normal,green
c40db5b9-30ef-476c-bba5-483796567888,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,AMARI BEEBE,QB,Dual Threat,4,6,4,207,Baton Rouge,LA,"{""speed"": 79, ""awareness"": 65, ""break_sack"": 65, ""throw_power"": 90, ""acceleration"": 84, ""throw_on_run"": 80, ""deep_accuracy"": 69, ""short_accuracy"": 76, ""under_pressure"": 77, ""medium_accuracy"": 78}",3020a55a-a94a-454b-aa63-34b697578c0d/6f19e232-33b9-452c-8b01-ace4075aef14/1769572416879_11.png,,,,,2026-01-28 03:54:39.433428+00,2026-01-28 03:54:39.433428+00,High School,[],"[""Field General""]",Impact,
173d7719-9317-4b26-80d8-e22bc1176733,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,ANDRE ADDAI,QB,Backfield Creator,4,6,0,194,Raleigh,NC,"{""speed"": 78, ""awareness"": 65, ""break_sack"": 76, ""throw_power"": 85, ""acceleration"": 84, ""throw_on_run"": 82, ""deep_accuracy"": 78, ""short_accuracy"": 75, ""under_pressure"": 79, ""medium_accuracy"": 72}",3020a55a-a94a-454b-aa63-34b697578c0d/9c2199e2-0b6f-4809-90e5-e39096e86588/1769606829893_13.png,,,,,2026-01-28 13:28:25.364697+00,2026-01-28 13:28:25.364697+00,High School,[],"[""Adrenaline"",""Road Dog"",""Rollercoaster""]",Normal,red
0a25a69f-2897-47ac-8f80-e943c2591218,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,ANDRE AYODELE,QB,Pocket Passer,4,6,4,189,Blythewood,SC,"{""speed"": 76, ""awareness"": 75, ""break_sack"": 60, ""throw_power"": 90, ""acceleration"": 82, ""throw_on_run"": 74, ""deep_accuracy"": 77, ""short_accuracy"": 85, ""under_pressure"": 74, ""medium_accuracy"": 80}",3020a55a-a94a-454b-aa63-34b697578c0d/4ed88b2b-2a63-4bfd-a896-3868da5c78f3/1769573696243_2.png,,,,,2026-01-28 04:15:48.032732+00,2026-01-28 04:15:48.032732+00,High School,[],"[""Winning Time"",""Clearheaded"",""Field General""]",Impact,
2a209d68-20c5-4264-ab7e-c70ec623f18f,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,ANDRE EBERLE,ATH,Dual Threat,4,6,4,222,Monticello,FL,"{""speed"": 82, ""awareness"": 67, ""break_sack"": 85, ""throw_power"": 88, ""acceleration"": 88, ""throw_on_run"": 83, ""deep_accuracy"": 69, ""short_accuracy"": 81, ""under_pressure"": 68, ""medium_accuracy"": 76}",3020a55a-a94a-454b-aa63-34b697578c0d/4ed88b2b-2a63-4bfd-a896-3868da5c78f3/1769573698624_5.png,,,,,2026-01-28 04:15:22.095709+00,2026-01-28 04:15:22.095709+00,High School,"[""Extender""]","[""The Natural"",""Road Dog""]",Star,
42c9c5a0-a1a7-4d18-87c0-4f0939acdc98,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,ANTHONY FRICKE,QB,Backfield Creator,4,6,0,195,Portland,OR,"{""speed"": 78, ""awareness"": 81, ""break_sack"": 74, ""throw_power"": 85, ""acceleration"": 82, ""throw_on_run"": 81, ""deep_accuracy"": 78, ""short_accuracy"": 76, ""under_pressure"": 79, ""medium_accuracy"": 73}",3020a55a-a94a-454b-aa63-34b697578c0d/a342ce80-d121-447f-8178-098d349cc036/1769573460639_3.png,,,,,2026-01-28 04:11:36.373545+00,2026-01-28 04:11:36.373545+00,High School,[],"[""Road Dog""]",Impact,
e40b5788-c43e-4e10-a823-76412276acc8,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,ANTHONY PRICE,QB,Dual Threat,4,6,0,199,Lehigh Acres,FL,"{""speed"": 81, ""awareness"": 65, ""break_sack"": 66, ""throw_power"": 93, ""acceleration"": 84, ""throw_on_run"": 80, ""deep_accuracy"": 66, ""short_accuracy"": 78, ""under_pressure"": 75, ""medium_accuracy"": 77}",3020a55a-a94a-454b-aa63-34b697578c0d/37c01ca5-7b0b-4fe2-8041-6c2fb6efa8bc/1769604003043_16.png,,,,,2026-01-28 12:41:35.743747+00,2026-01-28 12:41:35.743747+00,High School,[],"[""Clearheaded"",""Fan Favorite"",""Adrenaline""]",Star,
bb6d3532-3d63-48c4-b9dd-e14b82d245a4,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,ANTHONY SCHEFFLER,ATH,Dual Threat,4,6,4,221,Oradell,NJ,"{""speed"": 84, ""awareness"": 69, ""break_sack"": 87, ""throw_power"": 87, ""acceleration"": 87, ""throw_on_run"": 82, ""deep_accuracy"": 67, ""short_accuracy"": 81, ""under_pressure"": 71, ""medium_accuracy"": 76}",3020a55a-a94a-454b-aa63-34b697578c0d/11992e75-3d30-4b77-b47c-8aafdf4874eb/1769538371067_13.png,,,,,2026-01-27 18:28:05.945272+00,2026-01-27 18:28:05.945272+00,High School,"[""Extender""]","[""Field General""]",Impact,
00b6349d-a2d5-44ab-9ccb-d8136f99d8a2,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,ARMON SUGGS,QB,Backfield Creator,4,6,3,201,Glen Saint Mary,FL,"{""speed"": 83, ""awareness"": 64, ""break_sack"": 76, ""throw_power"": 85, ""acceleration"": 83, ""throw_on_run"": 79, ""deep_accuracy"": 78, ""short_accuracy"": 74, ""under_pressure"": 79, ""medium_accuracy"": 73}",3020a55a-a94a-454b-aa63-34b697578c0d/9fa2c4b1-0a4d-42c8-a2af-2ecc0d28a50b/1769605849391_7.png,,,,,2026-01-28 13:11:46.229715+00,2026-01-28 13:11:46.229715+00,High School,[],"[""Field General"",""Adrenaline""]",Impact,
e5eb6913-fe7a-4ee8-bc3c-673cf71463da,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,AUSTIN FRESE,QB,Backfield Creator,4,6,1,194,Baltimore,MD,"{""speed"": 83, ""awareness"": 67, ""break_sack"": 74, ""throw_power"": 89, ""acceleration"": 84, ""throw_on_run"": 81, ""deep_accuracy"": 82, ""short_accuracy"": 78, ""under_pressure"": 80, ""medium_accuracy"": 75}",3020a55a-a94a-454b-aa63-34b697578c0d/200bf608-a342-4187-b6fa-74407a59ab19/1769572221317_0.png,,,,,2026-01-28 03:50:44.051923+00,2026-01-28 03:50:44.051923+00,High School,[],[],Elite,green
9dce3378-e215-46e5-b05e-0a13eb23cc82,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,B.J. SPIELMAN,QB,Dual Threat,4,6,2,188,Cottondale,AL,"{""speed"": 81, ""awareness"": 65, ""break_sack"": 67, ""throw_power"": 95, ""acceleration"": 84, ""throw_on_run"": 79, ""deep_accuracy"": 66, ""short_accuracy"": 80, ""under_pressure"": 75, ""medium_accuracy"": 79}",3020a55a-a94a-454b-aa63-34b697578c0d/da35812b-39ae-4163-a3cf-1b4121d35fee/1769573169090_7.png,,,,,2026-01-28 04:06:41.457274+00,2026-01-28 04:06:41.457274+00,High School,[],"[""Adrenaline"",""Road Dog""]",Star,green
d7d0e223-db33-4640-8500-42fc0766b44f,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BARRY HASLAM,QB,Pocket Passer,4,6,3,198,Chandler,AZ,"{""speed"": 76, ""awareness"": 72, ""break_sack"": 58, ""throw_power"": 89, ""acceleration"": 81, ""throw_on_run"": 75, ""deep_accuracy"": 77, ""short_accuracy"": 85, ""under_pressure"": 74, ""medium_accuracy"": 83}",3020a55a-a94a-454b-aa63-34b697578c0d/a342ce80-d121-447f-8178-098d349cc036/1769573467031_11.png,,,,,2026-01-28 04:12:27.677553+00,2026-01-28 04:12:27.677553+00,High School,"[""Step Up""]","[""Winning Time"",""Rollercoaster""]",Star,
08ded166-e97b-4099-b1bd-977938f95017,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BARRY NEBLETT,QB,Backfield Creator,4,6,4,215,San Clemente,CA,"{""speed"": 81, ""awareness"": 79, ""break_sack"": 75, ""throw_power"": 87, ""acceleration"": 82, ""throw_on_run"": 79, ""deep_accuracy"": 80, ""short_accuracy"": 74, ""under_pressure"": 78, ""medium_accuracy"": 77}",3020a55a-a94a-454b-aa63-34b697578c0d/797f09be-f091-480b-a931-4f9f998af3a8/1769574341972_1.png,,,,,2026-01-28 04:26:12.578427+00,2026-01-28 04:26:12.578427+00,High School,[],"[""Road Dog""]",Impact,
98385320-5104-4609-ba05-f017027d115e,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BARRY TUTTLE,QB,Dual Threat,4,6,4,194,Oxford,MS,"{""speed"": 81, ""awareness"": 57, ""break_sack"": 65, ""throw_power"": 88, ""acceleration"": 85, ""throw_on_run"": 80, ""deep_accuracy"": 67, ""short_accuracy"": 76, ""under_pressure"": 74, ""medium_accuracy"": 78}",3020a55a-a94a-454b-aa63-34b697578c0d/11992e75-3d30-4b77-b47c-8aafdf4874eb/1769538370350_12.png,,,,,2026-01-27 18:28:00.164009+00,2026-01-27 18:28:00.164009+00,High School,[],"[""Clearheaded""]",Normal,
2894d612-65a8-4984-9898-1be60f5bceb0,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BEN RIZZO,QB,Backfield Creator,4,6,0,215,Peoria,AZ,"{""speed"": 79, ""awareness"": 71, ""break_sack"": 68, ""throw_power"": 89, ""acceleration"": 82, ""throw_on_run"": 80, ""deep_accuracy"": 79, ""short_accuracy"": 79, ""under_pressure"": 76, ""medium_accuracy"": 75}",3020a55a-a94a-454b-aa63-34b697578c0d/9f89286f-f6e9-4073-bfba-91f5f815cee7/1769605153961_0.png,,,,,2026-01-28 13:00:59.578538+00,2026-01-28 13:00:59.578538+00,High School,[],"[""Rollercoaster"",""The Natural""]",Impact,
ebf794e6-4d75-4ea0-9155-eaa09d2feaa7,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BEN YANCEY,QB,Dual Threat,4,6,3,206,San Diego,CA,"{""speed"": 79, ""awareness"": 64, ""break_sack"": 65, ""throw_power"": 93, ""acceleration"": 87, ""throw_on_run"": 79, ""deep_accuracy"": 66, ""short_accuracy"": 79, ""under_pressure"": 77, ""medium_accuracy"": 77}",3020a55a-a94a-454b-aa63-34b697578c0d/305828b3-0614-45e0-86db-b80fcb17c6ee/1769574662983_10.png,,,,,2026-01-28 04:32:12.036393+00,2026-01-28 04:32:12.036393+00,High School,[],[],Impact,
33998f8a-8794-4131-8ff5-4ac36e411cf3,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BENJAMIN MCSORLEY,QB,Pocket Passer,4,6,2,176,West Bloomfield,MI,"{""speed"": 76, ""awareness"": 71, ""break_sack"": 58, ""throw_power"": 92, ""acceleration"": 82, ""throw_on_run"": 71, ""deep_accuracy"": 75, ""short_accuracy"": 83, ""under_pressure"": 73, ""medium_accuracy"": 83}",3020a55a-a94a-454b-aa63-34b697578c0d/da35812b-39ae-4163-a3cf-1b4121d35fee/1769573177947_17.png,,,,,2026-01-28 04:07:55.428882+00,2026-01-28 04:07:55.428882+00,High School,"[""Step Up""]",[],Impact,green
152faa3c-3a95-48d6-ad0a-eeb989eb9938,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BOBBY CHEESEMAN,QB,Dual Threat,4,6,4,190,Jersey City,NJ,"{""speed"": 82, ""awareness"": 69, ""break_sack"": 64, ""throw_power"": 96, ""acceleration"": 86, ""throw_on_run"": 80, ""deep_accuracy"": 67, ""short_accuracy"": 81, ""under_pressure"": 75, ""medium_accuracy"": 79}",3020a55a-a94a-454b-aa63-34b697578c0d/4ed88b2b-2a63-4bfd-a896-3868da5c78f3/1769573693929_0.png,,,,,2026-01-28 04:15:37.741172+00,2026-01-28 04:15:37.741172+00,High School,[],[],Impact,green
91e0bbb9-fa73-48aa-8b58-8e46cacb78a5,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BOBBY COOK,QB,Backfield Creator,4,6,1,190,Rancho Cucamonga,CA,"{""speed"": 78, ""awareness"": 62, ""break_sack"": 75, ""throw_power"": 86, ""acceleration"": 84, ""throw_on_run"": 82, ""deep_accuracy"": 78, ""short_accuracy"": 75, ""under_pressure"": 79, ""medium_accuracy"": 73}",3020a55a-a94a-454b-aa63-34b697578c0d/9f89286f-f6e9-4073-bfba-91f5f815cee7/1769605165415_14.png,,,,,2026-01-28 13:00:25.482921+00,2026-01-28 13:00:25.482921+00,High School,[],"[""Adrenaline"",""Fan Favorite""]",Elite,
318c0491-b322-44c4-b8df-1cbe258367ad,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BOBBY LOVELL,QB,Dual Threat,4,6,5,191,Buffalo,NY,"{""speed"": 81, ""awareness"": 64, ""break_sack"": 66, ""throw_power"": 93, ""acceleration"": 87, ""throw_on_run"": 81, ""deep_accuracy"": 67, ""short_accuracy"": 76, ""under_pressure"": 75, ""medium_accuracy"": 78}",3020a55a-a94a-454b-aa63-34b697578c0d/305828b3-0614-45e0-86db-b80fcb17c6ee/1769574669326_17.png,,,,,2026-01-28 04:32:43.580743+00,2026-01-28 12:25:25.945783+00,High School,[],"[""Field General"",""Road Dog"",""Adrenaline""]",Elite,
16dadc50-6691-4324-a3b7-1084f52f6069,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BOBBY STURM,QB,Dual Threat,4,6,1,176,Deerfield Beach,FL,"{""speed"": 85, ""awareness"": 64, ""break_sack"": 65, ""throw_power"": 92, ""acceleration"": 85, ""throw_on_run"": 79, ""deep_accuracy"": 67, ""short_accuracy"": 77, ""under_pressure"": 77, ""medium_accuracy"": 77}",3020a55a-a94a-454b-aa63-34b697578c0d/f2fe5934-35a4-417c-bd51-f65da55000b0/1769606261393_8.png,,,,,2026-01-28 13:18:38.222013+00,2026-01-28 13:18:38.222013+00,High School,[],"[""The Natural"",""Adrenaline"",""Road Dog""]",Star,green
d4fb23b6-8106-4295-9b7c-6965782d31ef,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BRADLEY VIRGIN,QB,Pocket Passer,4,6,4,180,Atlanta,GA,"{""speed"": 75, ""awareness"": 71, ""break_sack"": 60, ""throw_power"": 92, ""acceleration"": 82, ""throw_on_run"": 72, ""deep_accuracy"": 75, ""short_accuracy"": 83, ""under_pressure"": 73, ""medium_accuracy"": 80}",3020a55a-a94a-454b-aa63-34b697578c0d/f2fe5934-35a4-417c-bd51-f65da55000b0/1769606256698_2.png,,,,,2026-01-28 13:18:09.744315+00,2026-01-28 13:18:09.744315+00,High School,[],[],Star,
6782152e-2dfb-48bd-a7b1-3229f9f74421,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BRETT COBB,QB,Backfield Creator,4,6,4,215,Bridgeport,CT,"{""speed"": 81, ""awareness"": 62, ""break_sack"": 77, ""throw_power"": 87, ""acceleration"": 85, ""throw_on_run"": 80, ""deep_accuracy"": 82, ""short_accuracy"": 79, ""under_pressure"": 78, ""medium_accuracy"": 72}",3020a55a-a94a-454b-aa63-34b697578c0d/9fa2c4b1-0a4d-42c8-a2af-2ecc0d28a50b/1769605846960_4.png,,,,,2026-01-28 13:11:27.646492+00,2026-01-28 13:11:27.646492+00,High School,[],[],Impact,green
0740ab93-d671-4e83-88d8-01fefa703e4b,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BRIAN ISMAIL,ATH,Dual Threat,4,6,3,198,Atlanta,GA,"{""speed"": 87, ""awareness"": 69, ""break_sack"": 87, ""throw_power"": 87, ""acceleration"": 88, ""throw_on_run"": 85, ""deep_accuracy"": 67, ""short_accuracy"": 80, ""under_pressure"": 69, ""medium_accuracy"": 75}",3020a55a-a94a-454b-aa63-34b697578c0d/b8c3c650-9ec3-4fbd-a512-147a8d8a3d43/1769550587092_3.png,,,,,2026-01-27 21:50:09.955661+00,2026-01-27 21:50:09.955661+00,High School,[],[],Normal,
21b41f08-10cb-46fb-9509-9294f8009f22,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BRIAN MONEY,QB,Dual Threat,4,6,2,195,Mission Viejo,CA,"{""speed"": 83, ""awareness"": 68, ""break_sack"": 65, ""throw_power"": 93, ""acceleration"": 84, ""throw_on_run"": 81, ""deep_accuracy"": 67, ""short_accuracy"": 78, ""under_pressure"": 75, ""medium_accuracy"": 80}",3020a55a-a94a-454b-aa63-34b697578c0d/b94d59ff-6642-43ef-8d5e-09f6ba1edefb/1769536440523_7.png,,,,,2026-01-27 17:54:59.153091+00,2026-01-27 17:54:59.153091+00,High School,[],[],Star,green
2264e7a4-0c0a-43b7-bc37-baa98965cada,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BRIAN MORRIS,QB,Dual Threat,4,6,2,185,Dearborn,MI,"{""speed"": 81, ""awareness"": 71, ""break_sack"": 66, ""throw_power"": 93, ""acceleration"": 85, ""throw_on_run"": 80, ""deep_accuracy"": 69, ""short_accuracy"": 78, ""under_pressure"": 77, ""medium_accuracy"": 79}",3020a55a-a94a-454b-aa63-34b697578c0d/37c01ca5-7b0b-4fe2-8041-6c2fb6efa8bc/1769604006073_20.png,,,,,2026-01-28 12:41:47.523009+00,2026-01-28 12:41:47.523009+00,High School,[],[],Star,green
9b4babf5-4f6a-4011-b014-7acaf7972193,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BRIAN PEREZ,QB,Dual Threat,4,6,3,213,Crandall,TX,"{""speed"": 78, ""awareness"": 89, ""break_sack"": 66, ""throw_power"": 90, ""acceleration"": 85, ""throw_on_run"": 80, ""deep_accuracy"": 68, ""short_accuracy"": 78, ""under_pressure"": 77, ""medium_accuracy"": 79}",3020a55a-a94a-454b-aa63-34b697578c0d/4ed88b2b-2a63-4bfd-a896-3868da5c78f3/1769573705599_12.png,,,,,2026-01-28 04:16:37.858641+00,2026-01-28 04:16:37.858641+00,High School,[],"[""Rollercoaster"",""Road Dog"",""Adrenaline""]",Star,green
ff1d9ab9-e44e-4017-afc6-d66733ea3906,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BRIAN STRYZINSKI,QB,Dual Threat,4,6,4,176,Hightstown,NJ,"{""speed"": 78, ""awareness"": 81, ""break_sack"": 67, ""throw_power"": 86, ""acceleration"": 87, ""throw_on_run"": 81, ""deep_accuracy"": 69, ""short_accuracy"": 81, ""under_pressure"": 77, ""medium_accuracy"": 77}",3020a55a-a94a-454b-aa63-34b697578c0d/6f19e232-33b9-452c-8b01-ace4075aef14/1769572421606_16.png,,,,,2026-01-28 03:55:19.042311+00,2026-01-28 03:55:19.042311+00,High School,[],"[""Road Dog"",""Rollercoaster""]",Impact,
bcbad9d1-92aa-4416-b694-b38fab9b4ccb,3020a55a-a94a-454b-aa63-34b697578c0d,ncaa_26,2026,BRYCE TRIBBLE,QB,Pocket Passer,4,6,4,186,Stone Mountain,GA,"{""speed"": 76, ""awareness"": 77, ""break_sack"": 59, ""throw_power"": 91, ""acceleration"": 79, ""throw_on_run"": 77, ""deep_accuracy"": 76, ""short_accuracy"": 83, ""under_pressure"": 75, ""medium_accuracy"": 82}",3020a55a-a94a-454b-aa63-34b697578c0d/6f19e232-33b9-452c-8b01-ace4075aef14/1769572419958_14.png,,,,,2026-01-28 03:55:12.037227+00,2026-01-28 03:55:12.037227+00,High School,[],"[""The Natural"",""Winning Time""]",Star,
